"Petition","URL","State","Signatures Count"
"Update the Health and Safety at Work Act to be gender neutral","https://petition.parliament.uk/petitions/705328","closed",72
"Raise pay for civil servants and standardise pay bands across departments","https://petition.parliament.uk/petitions/705375","closed",30
"Ban the import of Antarctic Krill Products into the UK","https://petition.parliament.uk/petitions/705377","closed",265
"Debate NetZero policy so UK gas production isn’t replaced with foreign imports.","https://petition.parliament.uk/petitions/705382","closed",1195
"Stop financial and other support for asylum seekers","https://petition.parliament.uk/petitions/705383","closed",427448
"Ban immediately the use of dogs in scientific and regulatory procedures","https://petition.parliament.uk/petitions/705384","closed",257938
"Increase defence spending to a minimum of 3% of GDP with immediate effect.","https://petition.parliament.uk/petitions/705399","closed",316
"Fully Repeal the Gender Recognition Act","https://petition.parliament.uk/petitions/705403","closed",14646
"Fund the DVSA to increase the availability of practical driving tests","https://petition.parliament.uk/petitions/705408","closed",124
"Require pubs and food and drink businesses to have dog free areas","https://petition.parliament.uk/petitions/705422","closed",145
"Introduce a trained jury","https://petition.parliament.uk/petitions/705435","closed",30
"Review children’s services processes for removing children from their parents","https://petition.parliament.uk/petitions/705471","closed",72
"Make the state pension the same as the minimum wage for a full time worker","https://petition.parliament.uk/petitions/705477","closed",204
"Include investment property mortgages when calculating child maintenance","https://petition.parliament.uk/petitions/705492","closed",17
"Regulate veterinary practices to help make them more affordable","https://petition.parliament.uk/petitions/705499","closed",700
"Review how to close the gender health gap and improve women's healthcare","https://petition.parliament.uk/petitions/705507","closed",175
"Require care providers to reimburse care workers for use of personal vehicles","https://petition.parliament.uk/petitions/705517","closed",73
"Stop publicly funded legal aid to illegal immigrants","https://petition.parliament.uk/petitions/705520","closed",1657
"Ban vaping in pubs","https://petition.parliament.uk/petitions/705528","closed",119
"Abolish council tax banding. Everyone should pay the same","https://petition.parliament.uk/petitions/705531","closed",58
"UK Government To Create A British International Rail Company.","https://petition.parliament.uk/petitions/705580","closed",111
"Make it a crime to purposely delay ringing the emergency services","https://petition.parliament.uk/petitions/705601","closed",10385
"Include a ""Right to food and water"" in the Human Rights Act 1998","https://petition.parliament.uk/petitions/705620","closed",65
"Allow Road Legal Motorcycles to use Bridle paths","https://petition.parliament.uk/petitions/705625","closed",30
"Archie’s Army Law - Rights for parents with a child in critical care by injury","https://petition.parliament.uk/petitions/705644","closed",2535
"Declare a Bank Holiday in 2025 for the 80th anniversaries VE Day and VJ Day","https://petition.parliament.uk/petitions/705663","closed",735
"Recognise Police Special Constables under s50 of the Employment Rights Act 1996.","https://petition.parliament.uk/petitions/705673","closed",1112
"Extend Armed Forces preserved pensions to pre-1975 veterans","https://petition.parliament.uk/petitions/705682","closed",40
"Bank holiday for the 80th Anniversary of the end of WWII","https://petition.parliament.uk/petitions/705685","closed",46
"Create a Unified Database for Viewing All PCNs","https://petition.parliament.uk/petitions/705689","closed",23
"Prohibit short-selling on companies developing life-saving treatment","https://petition.parliament.uk/petitions/705751","closed",138
"Condemn human rights violations in Pakistan and consider how to support victims","https://petition.parliament.uk/petitions/705754","closed",173
"Impose a lifetime ban on animal ownership for anyone convicted of animal cruelty","https://petition.parliament.uk/petitions/705772","closed",16283
"Scrap student loan interest rates in England","https://petition.parliament.uk/petitions/705777","closed",718
"Mandate CCTV in any educational setting that cares for children with SEND","https://petition.parliament.uk/petitions/705801","closed",1225
"Don't send troops to Ukraine to support peacekeeping","https://petition.parliament.uk/petitions/705814","closed",6703
"Make it a legal requirement to call for an ambulance when required","https://petition.parliament.uk/petitions/705824","closed",70
"Ban the use of feed additives to reduce methane in cattle","https://petition.parliament.uk/petitions/705843","closed",400
"Reduce stamp duty for additional property & reinstate multiple dwellings relief","https://petition.parliament.uk/petitions/705856","closed",54
"Establish Harvest Day as a national bank holiday.","https://petition.parliament.uk/petitions/705867","closed",41
"Increase funding for transgender healthcare to reduce waiting times & train GPs","https://petition.parliament.uk/petitions/705870","closed",6318
"Regulate Generative AI imagery","https://petition.parliament.uk/petitions/705886","closed",355
"Legislate against reselling or giving up young puppies/kittens to a third party","https://petition.parliament.uk/petitions/705902","closed",136
"Pay pensioners the equivalent of the living wage of a 35 hour week.","https://petition.parliament.uk/petitions/705918","closed",15606
"Scrap RPI +3% interest on plan 2 & postgrad student loans & charge RPI only","https://petition.parliament.uk/petitions/705923","closed",85
"Lower financial requirement for Spouse Visa from £29,000 back to £18,600","https://petition.parliament.uk/petitions/705929","closed",2441
"Regulate Ultra Processed Food (UPF) packaging and marketing","https://petition.parliament.uk/petitions/705956","closed",259
"Provide funding to help the television industry and support TV freelancers","https://petition.parliament.uk/petitions/705960","closed",2848
"Change the threshold for Historic (Classic) vehicles to 25 years or less","https://petition.parliament.uk/petitions/705961","closed",44
"Allow the Commissioner for Standards to investigate MPs' constituent casework","https://petition.parliament.uk/petitions/705964","closed",166
"Give employers tax breaks on wages","https://petition.parliament.uk/petitions/705974","closed",28
"Hold a review into Gambling Commission changes to online gambling regulations.","https://petition.parliament.uk/petitions/705982","closed",21
"Launch an inquiry into excess deaths in 2020-2023","https://petition.parliament.uk/petitions/705986","closed",41
"Launch an inquiry into structural racism experienced by Travellers","https://petition.parliament.uk/petitions/705987","closed",35
"Change the CMS to make it more transparent for paying parents","https://petition.parliament.uk/petitions/706014","closed",45
"Amend Human Rights Act and review all laws","https://petition.parliament.uk/petitions/706016","closed",82
"Review UK immigration policies, including a cap the number of people arriving ","https://petition.parliament.uk/petitions/706038","closed",236
"Don't have an earnings limit for Carer's Allowance","https://petition.parliament.uk/petitions/706052","closed",86
"Remove VAT from pet veterinarian bills","https://petition.parliament.uk/petitions/706056","closed",171
"Reduce EV charging VAT rate from 20% to 5% on the public charging network","https://petition.parliament.uk/petitions/706078","closed",55
"We Want Affordable Housing for All.","https://petition.parliament.uk/petitions/706105","closed",157
"Compulsory immediate prison sentences for people convicted of rape","https://petition.parliament.uk/petitions/706130","closed",189
"Allow state pension recipients to claim full carer’s allowance","https://petition.parliament.uk/petitions/706141","closed",284
"Legally designate social media platforms as “Publishers”","https://petition.parliament.uk/petitions/706148","closed",35
"Change the legal definition of Rape to allow women to be charged with rape","https://petition.parliament.uk/petitions/706166","closed",252
"Equal Parental Leave for Fathers: Reform UK statutory Paternity leave Policies","https://petition.parliament.uk/petitions/706168","closed",219
"Require convicted MPs, Peers and Civil Servants to be removed from office","https://petition.parliament.uk/petitions/706177","closed",306
"Advocate for and act to support the protection of Hindu minorities in Bangladesh","https://petition.parliament.uk/petitions/706203","closed",67
"Review of compensation for those wrongfully imprisoned","https://petition.parliament.uk/petitions/706228","closed",36
"Abolish VAT on fitness services","https://petition.parliament.uk/petitions/706241","closed",39
"Increase the period an employment tribunal claim can be made to a year","https://petition.parliament.uk/petitions/706254","closed",29
"End public funding for faith schools","https://petition.parliament.uk/petitions/706266","closed",192
"Ban nurseries from charging parents for keeping their children off sick.","https://petition.parliament.uk/petitions/706294","closed",52
"End the use of cages and crates for all farmed animals","https://petition.parliament.uk/petitions/706302","closed",108278
"GPSR: Negotiate with the EU to let UK Businesses to Act as an Authorised Person","https://petition.parliament.uk/petitions/706304","closed",31
"Make hoverboards legal to use on public roads and footpaths","https://petition.parliament.uk/petitions/706311","closed",20
"Ban the Shaving of 90% of Tail Hair from the Draught Horse Breed.","https://petition.parliament.uk/petitions/706336","closed",562
"Introduce compulsory voting","https://petition.parliament.uk/petitions/706341","closed",179
"Changes of inspections for Early Years including how grading is given.","https://petition.parliament.uk/petitions/706342","closed",268
"Establish a Strategic Digital Assets Reserve","https://petition.parliament.uk/petitions/706344","closed",1063
"Extend parental bereavement leave after the loss of a child.","https://petition.parliament.uk/petitions/706347","closed",1596
"Make sponsorship cheaper and more flexible for small care businesses","https://petition.parliament.uk/petitions/706391","closed",71
"Regulate small animal breeding","https://petition.parliament.uk/petitions/706400","closed",227
"Allow Ukrainian children in the UK to apply for settlement","https://petition.parliament.uk/petitions/706401","closed",55
"Restrict lorries to the left lane on dual carriageways and motorways","https://petition.parliament.uk/petitions/706409","closed",46
"Remove the Asset Purchase Facility Deed of Indemnity ","https://petition.parliament.uk/petitions/706411","closed",41
"Remove actively farmed land from IHT valuations","https://petition.parliament.uk/petitions/706423","closed",48
"Have a public inquiry into the Driver and Vehicle Standards Agency","https://petition.parliament.uk/petitions/706426","closed",95
"Gift retired helicopters and a support package to Ukraine","https://petition.parliament.uk/petitions/706447","closed",109
"Hospital Treatment should not count towards School Absence figures","https://petition.parliament.uk/petitions/706456","closed",84
"Require there to be general election to replace a Prime Minister","https://petition.parliament.uk/petitions/706459","closed",534
"Ban on knife possession except for licensed/trade purposes & increase sentences","https://petition.parliament.uk/petitions/706494","closed",126
"Every school & college to be obliged to have an evacuation chair & training","https://petition.parliament.uk/petitions/706513","closed",104197
"Review traditional and social media regulation ","https://petition.parliament.uk/petitions/706535","closed",5753
"Ban all tobacco cigarettes completely.","https://petition.parliament.uk/petitions/706571","closed",47
"Increase the Army Cadet Force Budget to £50 million","https://petition.parliament.uk/petitions/706591","closed",65
"Introduce a new code of electoral ethics.","https://petition.parliament.uk/petitions/706611","closed",142
"A2 motorcycle licences to upgrade to an A license automatically after 2 years","https://petition.parliament.uk/petitions/706650","closed",3412
"Include science based Intelligently Designed Creation in the Science Curriculum","https://petition.parliament.uk/petitions/706659","closed",31
"Government to provide information about objects flying above US airbases in UK","https://petition.parliament.uk/petitions/706683","closed",157
"Regulate how social media firms maximise user engagement.","https://petition.parliament.uk/petitions/706694","closed",46
"Ban isolation in schools","https://petition.parliament.uk/petitions/706703","closed",424
"Set out a detailed plan to improve palliative care","https://petition.parliament.uk/petitions/706704","closed",52
"Legislate for a council tax discount for all pensioners","https://petition.parliament.uk/petitions/706707","closed",11201
"Make GCSE Science an optional subject","https://petition.parliament.uk/petitions/706737","closed",32
"Require licenses to use an electric bike or electric scooter","https://petition.parliament.uk/petitions/706750","closed",200
"Social Service visits for at risk children to be unannounced. Child must be seen","https://petition.parliament.uk/petitions/706781","closed",137
"Developers should make new medium to large housing estates fully adoptable.","https://petition.parliament.uk/petitions/706798","closed",69
"Minimum sentence of 30 years in prison for minors who commit premeditated murder","https://petition.parliament.uk/petitions/706843","closed",94
"Repeal the 2000 and 2006 Terrorism Acts and review other legislation","https://petition.parliament.uk/petitions/706847","closed",3535
"Require CCTV in all care settings.","https://petition.parliament.uk/petitions/706849","closed",554
"Grant Chagossians a referendum to decide the future of Chagos Islands","https://petition.parliament.uk/petitions/706882","closed",1181
"Postural Tachycardia Syndrome: fund training and facilities","https://petition.parliament.uk/petitions/706884","closed",21228
"Review the criminal justice system.","https://petition.parliament.uk/petitions/706886","closed",108
"Encourage banks not to refuse mortgages for properties with high service charge","https://petition.parliament.uk/petitions/706965","closed",29
"Review the case for building 90,000 social rent homes across England","https://petition.parliament.uk/petitions/706994","closed",127
"Cap of £10,000 per individual donor to political parties","https://petition.parliament.uk/petitions/707011","closed",1575
"Require coriander be displayed in bold text in all product ingredient lists","https://petition.parliament.uk/petitions/707041","closed",25
"Allow night workers the choice to opt out of the 48 hour working limit ","https://petition.parliament.uk/petitions/707048","closed",22
"Introduce employment rights for sex workers","https://petition.parliament.uk/petitions/707052","closed",261
"Review strategy for youth crime & anti-social behaviour, and increase funding","https://petition.parliament.uk/petitions/707063","closed",149
"Fund free public transport for diagnosed autistic people","https://petition.parliament.uk/petitions/707064","closed",122
"Restart issuing oil and gas licenses in the North Sea","https://petition.parliament.uk/petitions/707101","closed",10565
"Allow England to have a devolved parliament","https://petition.parliament.uk/petitions/707102","closed",50
"Create state-owned housing for MPs to use","https://petition.parliament.uk/petitions/707155","closed",72
"Ban AI until there is an international framework for its use and conduct checks","https://petition.parliament.uk/petitions/707170","closed",243
"Tighten the rules on political donations","https://petition.parliament.uk/petitions/707189","closed",144783
"Include hair colour as a protected characteristic under the Equality Act","https://petition.parliament.uk/petitions/707199","closed",37
"Protect single/lone parents under the Equality Act","https://petition.parliament.uk/petitions/707213","closed",40
"Review how law handles tool theft","https://petition.parliament.uk/petitions/707224","closed",63
"Stricter regulations on the breeding and sale/adoption of pets","https://petition.parliament.uk/petitions/707248","closed",70
"Ban cross-examination of victims of sexual abuse","https://petition.parliament.uk/petitions/707252","closed",67
"Remove requirement to have motor insurance unless you have past driving offences","https://petition.parliament.uk/petitions/707255","closed",44
"Compensate people excluded from Government COVID support schemes","https://petition.parliament.uk/petitions/707263","closed",1339
"Require all healthcare environments to be wheelchair accessible","https://petition.parliament.uk/petitions/707276","closed",149
"Require charities to introduce caps on their CEO's pay","https://petition.parliament.uk/petitions/707291","closed",99
"Deny free NHS healthcare to anyone found to smoke or vape.","https://petition.parliament.uk/petitions/707304","closed",28
"Fund improved care and support for individuals with FASD.","https://petition.parliament.uk/petitions/707325","closed",2461
"Require enhanced DBS checks for ALL employees in contact with vulnerable people","https://petition.parliament.uk/petitions/707330","closed",349
"Reform the funding of political parties in the UK, with a limit on donations.","https://petition.parliament.uk/petitions/707338","closed",76
"Review funding for our police services","https://petition.parliament.uk/petitions/707344","closed",168
"Make not having a fire/smoke alarm in a home illegal","https://petition.parliament.uk/petitions/707360","closed",42
"Remove VAT on life saving equipment","https://petition.parliament.uk/petitions/707370","closed",42
"Protect Driven Grouse Shooting","https://petition.parliament.uk/petitions/707392","closed",39
"Fund free regular prescriptions for mental health patients","https://petition.parliament.uk/petitions/707406","closed",128
"Introduce a written UK constitution, with protections like US first amendment.","https://petition.parliament.uk/petitions/707416","closed",69
"Hold a referendum on Reintroducing the Rwanda scheme.","https://petition.parliament.uk/petitions/707436","closed",200
"Pause Employment Rights Bill to assess impacts on SMEs","https://petition.parliament.uk/petitions/707451","closed",49
"Use diplomatic and trade influence to stop hot branding cattle around the world","https://petition.parliament.uk/petitions/707473","closed",65
"Introduce legislation in order to outlaw the installation of 5G masts","https://petition.parliament.uk/petitions/707479","closed",556
"Create a statutory property information service with house buying information","https://petition.parliament.uk/petitions/707485","closed",27
"Make MP recall rules stricter","https://petition.parliament.uk/petitions/707488","closed",73
"Require rail customers to be told the cheapest possible fare","https://petition.parliament.uk/petitions/707493","closed",69
"Review how to protect jobs from being taken by AI technology","https://petition.parliament.uk/petitions/707509","closed",122
"Create a scheme to help younger people get work experience.","https://petition.parliament.uk/petitions/707531","closed",49
"Amend the Pet Abduction Act to include horses","https://petition.parliament.uk/petitions/707542","closed",462
"Tougher Penalties for drivers with loud cars","https://petition.parliament.uk/petitions/707574","closed",155
"Make private flyers pay for their Carbon emissions","https://petition.parliament.uk/petitions/707608","closed",265
"Reduce council tax by 50% for single persons","https://petition.parliament.uk/petitions/707636","closed",1573
"Ban Insurance Increases After Non-Fault Claims","https://petition.parliament.uk/petitions/707654","closed",97
"Make automatic dissolution of Parliament every 4 years","https://petition.parliament.uk/petitions/707667","closed",59
"Allow families with SEN children 10 days term-time holiday without being fined","https://petition.parliament.uk/petitions/707685","closed",18610
"Give courts powers to order local authorities to fund family therapy","https://petition.parliament.uk/petitions/707691","closed",88
"Reduce the ILR qualifying period from 5 years to 3 years for legal immigrants","https://petition.parliament.uk/petitions/707698","closed",47087
"Fund more schools for children with special and additional needs","https://petition.parliament.uk/petitions/707709","closed",324
"Introduce a new rule for MPs to take an oath to adhere to the Nolan principles","https://petition.parliament.uk/petitions/707753","closed",57
"Hold landowners accountable for raptor persecution on their land","https://petition.parliament.uk/petitions/707755","closed",54
"Government to set out plans for reducing rail fares","https://petition.parliament.uk/petitions/707759","closed",385
"Mandate that HMRC refers all complaints to IOPC","https://petition.parliament.uk/petitions/707785","closed",33
"Increase the 5 year term required to obtain Indefinite Right to Remain in the UK","https://petition.parliament.uk/petitions/707800","closed",110
"Increase maximum animal cruelty punishment from five years to eight years","https://petition.parliament.uk/petitions/707848","closed",150
"Urge the Spanish government to discourage octopus farms","https://petition.parliament.uk/petitions/707851","closed",182
"Collect and publish data on companion animal euthanasia","https://petition.parliament.uk/petitions/707853","closed",1828
"Ban boilers that use natural gas in all new house builds","https://petition.parliament.uk/petitions/707891","closed",79
"Regulate bots purchasing collectibles online","https://petition.parliament.uk/petitions/707905","closed",41
"Abolish council Tax","https://petition.parliament.uk/petitions/707913","closed",853
"Stricter laws for delivery companies: provide location info & access to parcels","https://petition.parliament.uk/petitions/707922","closed",47
"Increase the incentive for employers employing an apprentice to £2,000","https://petition.parliament.uk/petitions/707932","closed",1305
"Review care for sickle cell patients within the NHS","https://petition.parliament.uk/petitions/707958","closed",3898
"Legalise recreational cannabis & release those convicted of cannabis offences.","https://petition.parliament.uk/petitions/707970","closed",1193
"Fund services for women 16-26 who may have suffered sexual abuse trauma","https://petition.parliament.uk/petitions/707978","closed",54
"Require political parties to pay inheritance tax on gifts ","https://petition.parliament.uk/petitions/707983","closed",62
"Ban Generative AI and review how to best regulate other AI tools","https://petition.parliament.uk/petitions/707995","closed",108
"Abolish the SIA (Security Industry Authority)","https://petition.parliament.uk/petitions/708013","closed",50
"Ban the sale of all rawhide products for pets","https://petition.parliament.uk/petitions/708014","closed",78
"Mandate the installation of solar panels on all new buildings","https://petition.parliament.uk/petitions/708076","closed",230
"Fund free prescriptions and eye tests for carers","https://petition.parliament.uk/petitions/708109","closed",49
"Review access to hysterectomies for women with PMDD & chronic conditions","https://petition.parliament.uk/petitions/708130","closed",61
"Review regulation utility companies dividends and infrastructure investment","https://petition.parliament.uk/petitions/708153","closed",91
"Set requirements for more background checks for certain professions","https://petition.parliament.uk/petitions/708256","closed",38
"Allow children whose parents are legally in UK to work as sports professionals","https://petition.parliament.uk/petitions/708268","closed",399
"Protect our freedoms: Ban facial recognition of public","https://petition.parliament.uk/petitions/708325","closed",304
"Introduce a distinct attendance code for flexischooling (Code F).","https://petition.parliament.uk/petitions/708358","closed",10869
"The UK should start talks on forming a CANZUK union","https://petition.parliament.uk/petitions/708393","closed",10407
"Require anti-spiking measurers, increase spiking support and awareness","https://petition.parliament.uk/petitions/708394","closed",357
"Introduce a new honours system for MPs & mayors","https://petition.parliament.uk/petitions/708432","closed",54
"Close salary linked public sector pension schemes to new members","https://petition.parliament.uk/petitions/708449","closed",91
"Fund the NHS to create a national database for NHS medical records","https://petition.parliament.uk/petitions/708467","closed",613
"Keep current payment for hosting under the Homes for Ukraine Scheme","https://petition.parliament.uk/petitions/708469","closed",43
"Fully implement all recommendations of the 2009 Laming Report immediately","https://petition.parliament.uk/petitions/708501","closed",37
"Remove parental responsibility from convicted perpetrators of domestic violence.","https://petition.parliament.uk/petitions/708519","closed",82
"Reduce paperwork for claiming agricultural subsidies","https://petition.parliament.uk/petitions/708540","closed",23
"Stop Religious Education (RE) being compulsory in English schools from Year 10","https://petition.parliament.uk/petitions/708542","closed",39
"Fund Emergency Shelter to anyone Homeless during all named storms.","https://petition.parliament.uk/petitions/708546","closed",2350
"Stop businesses from making staff use annual leave at Christmas","https://petition.parliament.uk/petitions/708549","closed",58
"Prevent the prosecution of veterans for historical offences.","https://petition.parliament.uk/petitions/708556","closed",1347
"We want the Government to grant birth parents the right to have adoptions review","https://petition.parliament.uk/petitions/708573","closed",38
"Introduce online voting in General Elections","https://petition.parliament.uk/petitions/708622","closed",66
"Legislate that bin collections cannot be more than two weeks apart.","https://petition.parliament.uk/petitions/708684","closed",417
"Abolish the requirement for two referees in the British citizenship application","https://petition.parliament.uk/petitions/708690","closed",32
"Allow the Police to use the public genealogy databases to investigate cold cases","https://petition.parliament.uk/petitions/708698","closed",228
"Improve statutory paternity leave in the UK to better support families.","https://petition.parliament.uk/petitions/708707","closed",2669
"Require all public places to have toilets accessible with a medical card","https://petition.parliament.uk/petitions/708712","closed",331
"Ban plastic packaging and use of PFAS in all food-related products","https://petition.parliament.uk/petitions/708727","closed",137
"Fund screening for cytomegalovirus (CMV) in pregnancy and further research.","https://petition.parliament.uk/petitions/708743","closed",111
"Reduce minimum retirement age for ambulance staff to 55","https://petition.parliament.uk/petitions/708806","closed",12741
"Increase funding for mental health services for the LGBT+Q community","https://petition.parliament.uk/petitions/708832","closed",162
"Retain the powers of local planning committees on building applications.","https://petition.parliament.uk/petitions/708852","closed",40
"Fund vouchers for special dietary foods","https://petition.parliament.uk/petitions/708888","closed",46
"Review how the justice system handles financial abuse","https://petition.parliament.uk/petitions/708889","closed",65
"Require DVSA to allow candidates to request Same-Gender Driving Test Examiners ","https://petition.parliament.uk/petitions/708910","closed",38
"Launch a crowdlending service for Government borrowing","https://petition.parliament.uk/petitions/708932","closed",27
"Ban UK exports of pesticides that are banned on UK farms.","https://petition.parliament.uk/petitions/708949","closed",62
"Fund more training for teachers on neurodivergence","https://petition.parliament.uk/petitions/708958","closed",336
"Legalise pepper spray as a method of self-defence

","https://petition.parliament.uk/petitions/708964","closed",578
"Set a price cap on food in school canteens","https://petition.parliament.uk/petitions/708978","closed",39
"Ban greyhound racing","https://petition.parliament.uk/petitions/709005","closed",433
"Spend more money on research into the effects of vaping.","https://petition.parliament.uk/petitions/709012","closed",111
"Hold a referendum on banning feed additives used to reduce methane in cattle.","https://petition.parliament.uk/petitions/709017","closed",52
"Reinstate legal aid in all areas","https://petition.parliament.uk/petitions/709020","closed",96
"Abolish Sunday trading laws to boost the economy","https://petition.parliament.uk/petitions/709029","closed",161
"Ban booking fees for all entertainment venues and events ","https://petition.parliament.uk/petitions/709039","closed",55
"Add hedgehogs to schedule 5 of the Wildlife & Countryside Act 1981","https://petition.parliament.uk/petitions/709054","closed",14993
"Give police stronger powers to tackle motorcycle theft & increase penalties","https://petition.parliament.uk/petitions/709059","closed",6820
"Create a Cold War Medal for veterans who served in the cold war.","https://petition.parliament.uk/petitions/709073","closed",248
"Allow self-certification of illness for up to 28 days, rather than 7 days.","https://petition.parliament.uk/petitions/709088","closed",65
"Revoke asylum for Syrian Refugees in light of the change of Government","https://petition.parliament.uk/petitions/709089","closed",433
"Collect and Publish statistics on crimes committed by illegal immigrants","https://petition.parliament.uk/petitions/709094","closed",699
"Amend Student Loan eligibility","https://petition.parliament.uk/petitions/709096","closed",21
"Reinstate the Winter Fuel Allowance for those who are paid the old state pension","https://petition.parliament.uk/petitions/709104","closed",434
"Fine food delivery companies that fail to ensure their cyclists use lights","https://petition.parliament.uk/petitions/709121","closed",45
"Require a licence for prostitution","https://petition.parliament.uk/petitions/709138","closed",45
"Increase Luxury Car supplement threshold to £53k, in line with inflation","https://petition.parliament.uk/petitions/709150","closed",256
"Amend UNECE Regulation No. 79","https://petition.parliament.uk/petitions/709180","closed",23
"Create mobile phone picture alert scheme for missing children","https://petition.parliament.uk/petitions/709187","closed",34
"Fund cannabis prescriptions for fibromyalgia and other pain conditions","https://petition.parliament.uk/petitions/709199","closed",257
"Do not allow any private companies to be involved in delivering NHS care","https://petition.parliament.uk/petitions/709219","closed",49
"Make all households with income under £200,000 eligible for free childcare","https://petition.parliament.uk/petitions/709230","closed",547
"Regulate the way that Gyms can increase the price in the middle of a contract.","https://petition.parliament.uk/petitions/709258","closed",35
"Change requirement to get advice on transferring DB pension","https://petition.parliament.uk/petitions/709289","closed",12
"Ban publishing information about people accused of crimes until proven guilty","https://petition.parliament.uk/petitions/709315","closed",53
"Abolish the Parliament Act 1911","https://petition.parliament.uk/petitions/709326","closed",50
"Do not allow people charged with rape to be released on bail","https://petition.parliament.uk/petitions/709327","closed",63
"Allow dependents to stay if someone switches to care visa","https://petition.parliament.uk/petitions/709341","closed",62
"Scrap the state pension and return some NI contributions","https://petition.parliament.uk/petitions/709362","closed",19
"Require employers to pay college students undertaking work placements","https://petition.parliament.uk/petitions/709383","closed",36
"Review medical care for those with temporomandibular disorders","https://petition.parliament.uk/petitions/709388","closed",27
"Review and seek changes to GPSR, and provide better support for small businesses","https://petition.parliament.uk/petitions/709393","closed",36
"Introduce conveyancing laws similar to those in Scotland, across England & Wales","https://petition.parliament.uk/petitions/709395","closed",94
"Require schools to teach pupils about physical & emotional abuse","https://petition.parliament.uk/petitions/709402","closed",48
"Create an independent Safeguarding Body.","https://petition.parliament.uk/petitions/709427","closed",33
"Introduce compulsory fee based licencing for deer stalking guides.","https://petition.parliament.uk/petitions/709443","closed",20
"Detain all migrants that enter the UK illegally","https://petition.parliament.uk/petitions/709445","closed",2345
"Require online account deletion to be simple and clear","https://petition.parliament.uk/petitions/709448","closed",121
"Ban higher car insurance premiums for young and new drivers","https://petition.parliament.uk/petitions/709463","closed",157
"Review powers of Child Maintenance Service regarding concealed income ","https://petition.parliament.uk/petitions/709484","closed",39
"Public inquiry into the selling of Family Asset Protection Trusts.","https://petition.parliament.uk/petitions/709507","closed",1229
"Limit the public budget for memorials to former Monarchs.","https://petition.parliament.uk/petitions/709520","closed",56
"Ban councils from offering 100% council tax reduction","https://petition.parliament.uk/petitions/709529","closed",39
"Conduct a review into the long-term effect of section 28","https://petition.parliament.uk/petitions/709535","closed",359
"Stricter Oversight and Safeguarding Measures for Home-Educated Children","https://petition.parliament.uk/petitions/709536","closed",43
"Ban police from using lethal methods when dogs are out of control","https://petition.parliament.uk/petitions/709553","closed",881
"New rules on internal exclusions and independent body to be established","https://petition.parliament.uk/petitions/709567","closed",42
"Make it illegal for parents to smack children","https://petition.parliament.uk/petitions/709573","closed",90
"Fund measures to reduce traffic","https://petition.parliament.uk/petitions/709589","closed",23
"Exempt all nurseries from Employer NI Contributions","https://petition.parliament.uk/petitions/709592","closed",4310
"Don't allow absent parents to take children from primary care givers","https://petition.parliament.uk/petitions/709606","closed",30
"Make it a legal requirement for all landlords to hold valid buildings insurance","https://petition.parliament.uk/petitions/709611","closed",47
"Change Delay compensation times on UK trains from 15 minutes to 10 minutes.","https://petition.parliament.uk/petitions/709614","closed",44
"Hold a referendum on restoring the Death Penalty for murder","https://petition.parliament.uk/petitions/709623","closed",818
"Independent Review of HMRC: Accountability for Taxpayer Justice","https://petition.parliament.uk/petitions/709630","closed",59
"Do not make any agreement with the EU on youth mobility","https://petition.parliament.uk/petitions/709638","closed",56
"Make suicide awareness mandatory for all secondary schools and sixth forms","https://petition.parliament.uk/petitions/709651","closed",128
"Publish a detailed plan to tackle illegal migration and stop boat crossings","https://petition.parliament.uk/petitions/709678","closed",687
"Bring back the death penalty for homicide of a child","https://petition.parliament.uk/petitions/709710","closed",142
"Limit the number of terms an elected mayor can serve","https://petition.parliament.uk/petitions/709729","closed",73
"Introduce Regulation of Private Parking Practices","https://petition.parliament.uk/petitions/709776","closed",95
"Provide funding for all schools to have a social worker","https://petition.parliament.uk/petitions/709785","closed",216
"Ban palm oil","https://petition.parliament.uk/petitions/709801","closed",174
"Make customer service email addresses/online forms a legal requirement","https://petition.parliament.uk/petitions/709807","closed",45
"Make politics a required subject up to GCSE","https://petition.parliament.uk/petitions/709820","closed",98
"Cap the price of food and drink in sport and music venues","https://petition.parliament.uk/petitions/709821","closed",56
"Ban social media influencers from promoting/advertising cosmetic surgery","https://petition.parliament.uk/petitions/709854","closed",682
"Stay on Greenwich Mean Time","https://petition.parliament.uk/petitions/709861","closed",131
"Create a law to recall local councils the public has lost faith in","https://petition.parliament.uk/petitions/709862","closed",46
" Ban non-recyclable plastic packaging and products.
","https://petition.parliament.uk/petitions/709869","closed",349
"Review the safeguarding and welfare of artists in the entertainment industry","https://petition.parliament.uk/petitions/709878","closed",3000
"Increase defence spending in the UK to at least 4% of GDP, immediately","https://petition.parliament.uk/petitions/709884","closed",56
"Pension credit: Allow claim if your partner is under state pension age","https://petition.parliament.uk/petitions/709893","closed",32
"Make it illegal across the country to park on and obstruct the pavement.","https://petition.parliament.uk/petitions/709899","closed",170
"Option for local referendums on hyperlocal tier of councils for all of England","https://petition.parliament.uk/petitions/709902","closed",30
"Require railway companies to operate Railway Passenger Services On Boxing Day","https://petition.parliament.uk/petitions/709916","closed",34
"Reduce the home building targets to 200,000 houses per year.","https://petition.parliament.uk/petitions/709930","closed",3383
